AppId, UserId, TimeStamp, OnBattery, ScreenOn, BatterySaverActive, LowPowerEpochActive, Foreground, InteractivityState, Container, Committed, TimeInMSec, MeasuredBitmap, EnergyLoss, CPUEnergyConsumption, SocEnergyConsumption, DisplayEnergyConsumption, DiskEnergyConsumption, NetworkEnergyConsumption, MBBEnergyConsumption, OtherEnergyConsumption, EmiEnergyConsumption, CPUEnergyConsumptionWorkOnBehalf, CPUEnergyConsumptionAttributed, TotalEnergyConsumption
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [WdiSystemHost], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
microsoft.windowscommunicationsapps_16005.13426.20316.0_x64__8wekyb3d8bbwe, S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31
\Device\HarddiskVolume3\Program Files\Windows Defender Advanced Threat Protection\Classification\SenseCE.exe, S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 51, 0, 0, 0, 0, 0, 0, 0, 2518, 0, 51
\Device\HarddiskVolume3\Windows\System32\sihost.exe, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 855, 0, 0, 0, 0, 0, 0, 0, 459, 610, 855
\Device\HarddiskVolume3\Windows\System32\sihost.exe, S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
Microsoft.LockApp_10.0.20279.1_neutral__cw5n1h2txyewy, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15
Microsoft.LockApp_10.0.20279.1_neutral__cw5n1h2txyewy, S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
Microsoft.Windows.Search_1.15.0.20279_neutral_neutral_cw5n1h2txyewy, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, Minimized, FALSE, TRUE, 60030, b000000000, 0, 242, 0, 0, 1, 0, 0, 0, 0, 690, 0, 243
Microsoft.Windows.Search_1.15.0.20279_neutral_neutral_cw5n1h2txyewy, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, Minimized, FALSE, TRUE, 60030, b000000000, 0, 3463, 0, 0, 0, 169, 0, 0, 0, 131, 2154, 3632
Microsoft.Windows.Search_1.15.0.20279_neutral_neutral_cw5n1h2txyewy, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 60030, b000000000, 0, 34, 0, 0, 0, 0, 0, 0, 0, 9, 0, 34
Microsoft.Windows.Search_1.15.0.20279_neutral_neutral_cw5n1h2txyewy, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, Focus, FALSE, TRUE, 60030, b000000000, 0, 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 226
Microsoft.Windows.Search_1.15.0.20279_neutral_neutral_cw5n1h2txyewy, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, Focus, FALSE, TRUE, 60030, b000000000, 0, 4157, 0, 5223, 2, 11, 0, 0, 0, 1719, 1002, 9393
Microsoft.Windows.Search_1.15.0.20279_neutral_neutral_cw5n1h2txyewy, S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [DeviceAssociationService], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume3\Windows\System32\svchost.exe [NetworkService] [TermService], S-1-5-20, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 15, 0, 0, 0, 0, 0, 0, 0, 16, 0, 15
\Device\HarddiskVolume3\Program Files (x86)\Common Files\Microsoft Shared\Phone Tools\CoreCon\11.0\bin\IpOverUsbSvc.exe, S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
\Device\HarddiskVolume3\Program Files\Microsoft SQL Server\MSSQL15.SQLEXPRESS\MSSQL\Binn\sqlceip.exe, S-1-5-80-1985561900-798682989-2213159822-1904180398-3434236965, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs] [Winmgmt], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 5146, 0, 0, 27, 0, 0, 0, 0, 285, 4304, 5173
\Device\HarddiskVolume3\Windows\System32\hvsirpcd.exe, S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [AudioEndpointBuilder], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs] [ProfSvc], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [Dhcp], S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 162, 0, 0, 0, 0, 0, 0, 0, 13, 0, 162
\Device\HarddiskVolume3\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe, S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalServiceNoNetwork], S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs] [WpnService], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
\Device\HarddiskVolume3\Program Files (x86)\Microsoft Intune Management Extension\Microsoft.Management.Services.IntuneWindowsAgent.exe, S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalServiceAndNoImpersonation] [SensrSvc], S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs] [NetSetupSvc], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 63, 0, 0, 0, 0, 0, 0, 0, 165, 0, 63
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalServiceNetworkRestricted], S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 79, 0, 0, 0, 0, 0, 0, 0, 70, 0, 79
\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Platform\4.18.2011.6-0\NisSrv.exe, S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
\Device\HarddiskVolume3\Windows\System32\svchost.exe [UnistackSvcGroup], S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
\Device\HarddiskVolume3\Windows\System32\svchost.exe [UnistackSvcGroup], S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
\Device\HarddiskVolume3\Program Files\Windows Defender Advanced Threat Protection\SenseIR.exe, S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs] [SENS], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume3\Windows\System32\Intel\DPTF\esif_uf.exe, S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalService] [SstpSvc], S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
\Device\HarddiskVolume3\Windows\System32\svchost.exe [NetworkService] [Dnscache], S-1-5-20, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 438, 0, 0, 0, 169, 0, 0, 0, 338, 4, 607
\Device\HarddiskVolume3\Windows\System32\svchost.exe [NetSvcs] [hns], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 290, 0, 0, 0, 0, 0, 0, 0, 0, 191, 290
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs] [UserManager], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 401, 0, 0, 0, 0, 0, 0, 0, 37, 10, 401
\Device\HarddiskVolume3\Program Files\Windows Defender Advanced Threat Protection\SenseNdr.exe, S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 216
\Device\HarddiskVolume3\Users\scottcha\AppData\Local\Microsoft\BingWallpaperApp\BingWallpaperApp.exe, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume3\Windows\System32\ctfmon.exe, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 563, 0, 0, 0, 0, 0, 0, 0, 119, 62, 563
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [dot3svc], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs] [LanmanServer], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 21, 39
\Device\HarddiskVolume3\Users\kiers\AppData\Local\Microsoft\OneDrive\OneDrive.exe, S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 14, 0, 0, 0, 5, 0, 0, 0, 0, 0, 19
\Device\HarddiskVolume3\Windows\System32\svchost.exe [DcomLaunch] [LSM], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 142, 0, 0, 0, 0, 0, 0, 0, 30, 0, 142
\Device\HarddiskVolume3\Windows\System32\SecurityHealthService.exe, S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs] [lfsvc], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalService] [BthAvctpSvc], S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge Dev\Application\msedge.exe, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, Minimized, FALSE, TRUE, 60030, b000000000, 0, 367, 0, 0, 0, 8, 0, 0, 0, 0, 63, 375
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs] [Schedule], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 83, 0, 0, 0, 0, 0, 0, 0, 17, 0, 83
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs] [ShellHWDetection], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\WUDFHost.exe, S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 384
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalService] [nsi], S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [DisplayEnhancementService], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalService] [FontCache], S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24
\Device\HarddiskVolume3\Windows\System32\taskhostw.exe, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 460, 0, 0, 0, 0, 0, 0, 0, 0, 308, 460
\Device\HarddiskVolume3\Windows\System32\taskhostw.exe, S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [TimeBrokerSvc], S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 5, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [NgcCtnrSvc], S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
\Device\HarddiskVolume3\Program Files\Windows Defender Advanced Threat Protection\SenseCncProxy.exe, S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 306, 0, 0, 0, 0, 0, 0, 0, 67, 61, 306
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [NcbService], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume3\Users\scottcha\AppData\Local\Microsoft\OneDrive\OneDrive.exe, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 33, 0, 0, 0, 168, 0, 0, 0, 0, 0, 201
\Device\HarddiskVolume3\Program Files (x86)\Bonjour\mDNSResponder.exe, S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
\Device\HarddiskVolume3\Windows\System32\svchost.exe [imgsvc], S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalServiceAndNoImpersonation] [SSDPSRV], S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
\Device\HarddiskVolume3\Windows\System32\svchost.exe [NetworkService] [DoSvc], S-1-5-20, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 257, 0, 0, 0, 84, 0, 0, 0, 0, 16, 341
\Device\HarddiskVolume3\Windows\System32\svchost.exe [AarSvcGroup] [AarSvc], S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
\Device\HarddiskVolume3\Windows\System32\svchost.exe [AarSvcGroup] [AarSvc], S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
\Device\HarddiskVolume3\Windows\System32\svchost.exe [NetSvcs] [iphlpsvc], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 52, 0, 0, 0, 42, 0, 0, 0, 0, 10, 94
MemCompression, S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 4716, 0, 0, 7, 0, 0, 0, 0, 0, 0, 4723
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [EventLog], S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53
\Device\HarddiskVolume3\Windows\System32\DriverStore\FileRepository\surfaceservicenulldriver.inf_amd64_5010fd9a6f8fa5e7\SurfaceService.exe, S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalService] [CDPSvc], S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
\Device\HarddiskVolume3\Windows\System32\svchost.exe [appmodel] [camsvc], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [SysMain], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 461, 0, 0, 0, 0, 0, 0, 0, 0, 0, 461
\Device\HarddiskVolume3\Program Files\Nexthink\Collector\Coordinator\nxtcoordinator.exe, S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 55, 114
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs] [UsoSvc], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 27, 0, 0, 0, 0, 0, 0, 0, 9, 0, 27
\Device\HarddiskVolume3\Windows\System32\svchost.exe [BthAppGroup] [BluetoothUserService], S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\svchost.exe [BthAppGroup] [BluetoothUserService], S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs] [SharedAccess], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\svchost.exe [wsappx] [AppXSvc], S-1-5-18, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [WinHttpAutoProxySvc], S-1-5-19, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 1064, 0, 0, 0, 0, 0, 0, 0, 4, 11, 1064
\Device\HarddiskVolume3\Windows\System32\svchost.exe [NetworkService] [CryptSvc], S-1-5-20, 2020-12-14:18:02:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60030, b000000000, 0, 120, 0, 0, 4, 0, 0, 0, 0, 7, 0, 124
